image,lambda,alpha,true0est0,true1est1,true0est1,true1est0,total,F
3.0,0.9444444444444444,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,0.9444444444444444,0.05,835.0,19.0,0.0,16.0,870.0,0.832116788321168
3.0,1.1555555555555557,0.005,835.0,35.0,0.0,0.0,870.0,1.0
3.0,1.1555555555555557,0.01,835.0,34.0,0.0,1.0,870.0,0.961038961038961
3.0,1.1555555555555557,0.015000000000000001,835.0,23.0,0.0,12.0,870.0,0.881118881118881
3.0,1.1555555555555557,0.02,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,1.1555555555555557,0.025,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,1.1555555555555557,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.1555555555555557,0.035,835.0,19.0,0.0,16.0,870.0,0.8489208633093526
3.0,1.1555555555555557,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.1555555555555557,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.1555555555555557,0.05,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.3666666666666667,0.005,830.0,35.0,5.0,0.0,870.0,0.9195402298850576
3.0,1.3666666666666667,0.01,835.0,35.0,0.0,0.0,870.0,0.9743589743589743
3.0,1.3666666666666667,0.015000000000000001,835.0,25.0,0.0,10.0,870.0,0.896551724137931
3.0,1.3666666666666667,0.02,835.0,22.0,0.0,13.0,870.0,0.8732394366197184
3.0,1.3666666666666667,0.025,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,1.3666666666666667,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.3666666666666667,0.035,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.3666666666666667,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.3666666666666667,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.3666666666666667,0.05,835.0,20.0,0.0,15.0,870.0,0.832116788321168
3.0,1.5777777777777777,0.005,821.0,35.0,14.0,0.0,870.0,0.8404255319148937
3.0,1.5777777777777777,0.01,835.0,34.0,0.0,1.0,870.0,0.967741935483871
3.0,1.5777777777777777,0.015000000000000001,835.0,25.0,0.0,10.0,870.0,0.896551724137931
3.0,1.5777777777777777,0.02,835.0,22.0,0.0,13.0,870.0,0.8732394366197184
3.0,1.5777777777777777,0.025,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,1.5777777777777777,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.5777777777777777,0.035,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.5777777777777777,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.5777777777777777,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.5777777777777777,0.05,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.7888888888888888,0.005,814.0,35.0,21.0,0.0,870.0,0.7899999999999999
3.0,1.7888888888888888,0.01,833.0,35.0,2.0,0.0,870.0,0.9440993788819876
3.0,1.7888888888888888,0.015000000000000001,835.0,27.0,0.0,8.0,870.0,0.9115646258503401
3.0,1.7888888888888888,0.02,835.0,22.0,0.0,13.0,870.0,0.8732394366197184
3.0,1.7888888888888888,0.025,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,1.7888888888888888,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.7888888888888888,0.035,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.7888888888888888,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.7888888888888888,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,1.7888888888888888,0.05,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,2.0,0.005,807.0,35.0,28.0,0.0,870.0,0.7383177570093459
3.0,2.0,0.01,829.0,35.0,6.0,0.0,870.0,0.8786127167630059
3.0,2.0,0.015000000000000001,835.0,30.0,0.0,5.0,870.0,0.9333333333333333
3.0,2.0,0.02,835.0,22.0,0.0,13.0,870.0,0.8732394366197184
3.0,2.0,0.025,835.0,21.0,0.0,14.0,870.0,0.8652482269503545
3.0,2.0,0.030000000000000002,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,2.0,0.035,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,2.0,0.04,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,2.0,0.045000000000000005,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
3.0,2.0,0.05,835.0,20.0,0.0,15.0,870.0,0.8571428571428571
4.0,0.1,0.005,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.01,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.015000000000000001,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.02,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.025,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.030000000000000002,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.035,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.04,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.045000000000000005,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.1,0.05,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.3111111111111111,0.005,846.0,7.0,0.0,17.0,870.0,0.38961038961038963
4.0,0.3111111111111111,0.01,846.0,5.0,0.0,19.0,870.0,0.27777777777777773
4.0,0.3111111111111111,0.015000000000000001,846.0,2.0,0.0,22.0,870.0,0.12121212121212122
4.0,0.3111111111111111,0.02,846.0,1.0,0.0,23.0,870.0,0.031746031746031744
4.0,0.3111111111111111,0.025,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.3111111111111111,0.030000000000000002,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.3111111111111111,0.035,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.3111111111111111,0.04,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.3111111111111111,0.045000000000000005,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.3111111111111111,0.05,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.5222222222222221,0.005,846.0,20.0,0.0,4.0,870.0,0.8301886792452831
4.0,0.5222222222222221,0.01,846.0,6.0,0.0,18.0,870.0,0.3466666666666667
4.0,0.5222222222222221,0.015000000000000001,845.0,6.0,1.0,18.0,870.0,0.31999999999999995
4.0,0.5222222222222221,0.02,846.0,5.0,0.0,19.0,870.0,0.27777777777777773
4.0,0.5222222222222221,0.025,846.0,3.0,0.0,21.0,870.0,0.17647058823529413
4.0,0.5222222222222221,0.030000000000000002,846.0,2.0,0.0,22.0,870.0,0.12121212121212122
4.0,0.5222222222222221,0.035,846.0,1.0,0.0,23.0,870.0,0.0625
4.0,0.5222222222222221,0.04,846.0,1.0,0.0,23.0,870.0,0.0625
4.0,0.5222222222222221,0.045000000000000005,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.5222222222222221,0.05,846.0,0.0,0.0,24.0,870.0,0.0
4.0,0.7333333333333333,0.005,846.0,22.0,0.0,2.0,870.0,0.8928571428571428
4.0,0.7333333333333333,0.01,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,0.7333333333333333,0.015000000000000001,845.0,14.0,1.0,10.0,870.0,0.5517241379310344
4.0,0.7333333333333333,0.02,846.0,7.0,0.0,17.0,870.0,0.3466666666666667
4.0,0.7333333333333333,0.025,846.0,6.0,0.0,18.0,870.0,0.3243243243243243
4.0,0.7333333333333333,0.030000000000000002,846.0,5.0,0.0,19.0,870.0,0.27777777777777773
4.0,0.7333333333333333,0.035,846.0,4.0,0.0,20.0,870.0,0.2285714285714286
4.0,0.7333333333333333,0.04,846.0,5.0,0.0,19.0,870.0,0.2535211267605634
4.0,0.7333333333333333,0.045000000000000005,846.0,4.0,0.0,20.0,870.0,0.2028985507246377
4.0,0.7333333333333333,0.05,846.0,2.0,0.0,22.0,870.0,0.1492537313432836
4.0,0.9444444444444444,0.005,846.0,23.0,0.0,1.0,870.0,0.9752066115702479
4.0,0.9444444444444444,0.01,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,0.9444444444444444,0.015000000000000001,846.0,18.0,0.0,6.0,870.0,0.6947368421052631
4.0,0.9444444444444444,0.02,844.0,13.0,2.0,11.0,870.0,0.5287356321839081
4.0,0.9444444444444444,0.025,846.0,10.0,0.0,14.0,870.0,0.430379746835443
4.0,0.9444444444444444,0.030000000000000002,846.0,4.0,0.0,20.0,870.0,0.2285714285714286
4.0,0.9444444444444444,0.035,846.0,3.0,0.0,21.0,870.0,0.1492537313432836
4.0,0.9444444444444444,0.04,846.0,5.0,0.0,19.0,870.0,0.27777777777777773
4.0,0.9444444444444444,0.045000000000000005,846.0,5.0,0.0,19.0,870.0,0.2285714285714286
4.0,0.9444444444444444,0.05,846.0,2.0,0.0,22.0,870.0,0.12121212121212122
4.0,1.1555555555555557,0.005,846.0,23.0,0.0,1.0,870.0,0.9752066115702479
4.0,1.1555555555555557,0.01,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,1.1555555555555557,0.015000000000000001,846.0,18.0,0.0,6.0,870.0,0.7474747474747475
4.0,1.1555555555555557,0.02,846.0,15.0,0.0,9.0,870.0,0.5747126436781609
4.0,1.1555555555555557,0.025,844.0,11.0,2.0,13.0,870.0,0.5454545454545454
4.0,1.1555555555555557,0.030000000000000002,846.0,8.0,0.0,16.0,870.0,0.38961038961038963
4.0,1.1555555555555557,0.035,846.0,5.0,0.0,19.0,870.0,0.1492537313432836
4.0,1.1555555555555557,0.04,846.0,3.0,0.0,21.0,870.0,0.1492537313432836
4.0,1.1555555555555557,0.045000000000000005,846.0,2.0,0.0,22.0,870.0,0.0625
4.0,1.1555555555555557,0.05,846.0,1.0,0.0,23.0,870.0,0.031746031746031744
4.0,1.3666666666666667,0.005,846.0,23.0,0.0,1.0,870.0,0.9752066115702479
4.0,1.3666666666666667,0.01,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,1.3666666666666667,0.015000000000000001,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,1.3666666666666667,0.02,846.0,18.0,0.0,6.0,870.0,0.7346938775510204
4.0,1.3666666666666667,0.025,846.0,8.0,0.0,16.0,870.0,0.45000000000000007
4.0,1.3666666666666667,0.030000000000000002,846.0,14.0,0.0,10.0,870.0,0.5747126436781609
4.0,1.3666666666666667,0.035,846.0,6.0,0.0,18.0,870.0,0.3684210526315789
4.0,1.3666666666666667,0.04,669.0,10.0,177.0,14.0,870.0,0.09153318077803203
4.0,1.3666666666666667,0.045000000000000005,846.0,1.0,0.0,23.0,870.0,0.0625
4.0,1.3666666666666667,0.05,846.0,2.0,0.0,22.0,870.0,0.0625
4.0,1.5777777777777777,0.005,846.0,22.0,0.0,2.0,870.0,0.9666666666666666
4.0,1.5777777777777777,0.01,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,1.5777777777777777,0.015000000000000001,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,1.5777777777777777,0.02,846.0,20.0,0.0,4.0,870.0,0.7722772277227723
4.0,1.5777777777777777,0.025,845.0,17.0,1.0,7.0,870.0,0.6
4.0,1.5777777777777777,0.030000000000000002,846.0,5.0,0.0,19.0,870.0,0.2028985507246377
4.0,1.5777777777777777,0.035,698.0,10.0,148.0,14.0,870.0,0.16216216216216217
4.0,1.5777777777777777,0.04,846.0,8.0,0.0,16.0,870.0,0.2535211267605634
4.0,1.5777777777777777,0.045000000000000005,846.0,3.0,0.0,21.0,870.0,0.1492537313432836
4.0,1.5777777777777777,0.05,846.0,2.0,0.0,22.0,870.0,0.09230769230769231
4.0,1.7888888888888888,0.005,846.0,23.0,0.0,1.0,870.0,0.9752066115702479
4.0,1.7888888888888888,0.01,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,1.7888888888888888,0.015000000000000001,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,1.7888888888888888,0.02,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,1.7888888888888888,0.025,846.0,18.0,0.0,6.0,870.0,0.7083333333333333
4.0,1.7888888888888888,0.030000000000000002,794.0,7.0,52.0,17.0,870.0,0.2333333333333333
4.0,1.7888888888888888,0.035,732.0,13.0,114.0,11.0,870.0,0.17363344051446947
4.0,1.7888888888888888,0.04,688.0,7.0,158.0,17.0,870.0,0.07537688442211055
4.0,1.7888888888888888,0.045000000000000005,788.0,14.0,58.0,10.0,870.0,0.3062200956937799
4.0,1.7888888888888888,0.05,729.0,9.0,117.0,15.0,870.0,0.1498371335504886
4.0,2.0,0.005,843.0,23.0,3.0,1.0,870.0,0.9354838709677419
4.0,2.0,0.01,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,2.0,0.015000000000000001,846.0,20.0,0.0,4.0,870.0,0.7843137254901961
4.0,2.0,0.02,846.0,19.0,0.0,5.0,870.0,0.7722772277227723
4.0,2.0,0.025,846.0,19.0,0.0,5.0,870.0,0.7722772277227723
4.0,2.0,0.030000000000000002,846.0,5.0,0.0,19.0,870.0,0.3243243243243243
4.0,2.0,0.035,846.0,3.0,0.0,21.0,870.0,0.09230769230769231
4.0,2.0,0.04,567.0,9.0,279.0,15.0,870.0,0.06269592476489029
4.0,2.0,0.045000000000000005,708.0,10.0,138.0,14.0,870.0,0.13218390804597702
4.0,2.0,0.05,846.0,0.0,0.0,24.0,870.0,0.09230769230769231
5.0,0.1,0.005,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.1,0.01,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.1,0.015000000000000001,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.1,0.02,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.1,0.025,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.1,0.030000000000000002,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.1,0.035,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.1,0.04,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.1,0.045000000000000005,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.1,0.05,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.3111111111111111,0.005,821.0,16.0,0.0,33.0,870.0,0.5466666666666667
5.0,0.3111111111111111,0.01,821.0,9.0,0.0,40.0,870.0,0.3484848484848485
5.0,0.3111111111111111,0.015000000000000001,821.0,1.0,0.0,48.0,870.0,0.03603603603603604
5.0,0.3111111111111111,0.02,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.3111111111111111,0.025,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.3111111111111111,0.030000000000000002,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.3111111111111111,0.035,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.3111111111111111,0.04,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.3111111111111111,0.045000000000000005,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.3111111111111111,0.05,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.5222222222222221,0.005,821.0,35.0,0.0,14.0,870.0,0.898989898989899
5.0,0.5222222222222221,0.01,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,0.5222222222222221,0.015000000000000001,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,0.5222222222222221,0.02,821.0,14.0,0.0,35.0,870.0,0.44285714285714284
5.0,0.5222222222222221,0.025,821.0,8.0,0.0,41.0,870.0,0.3484848484848485
5.0,0.5222222222222221,0.030000000000000002,821.0,5.0,0.0,44.0,870.0,0.22764227642276422
5.0,0.5222222222222221,0.035,821.0,2.0,0.0,47.0,870.0,0.10434782608695652
5.0,0.5222222222222221,0.04,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.5222222222222221,0.045000000000000005,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.5222222222222221,0.05,821.0,0.0,0.0,49.0,870.0,0.0
5.0,0.7333333333333333,0.005,821.0,48.0,0.0,1.0,870.0,0.9813084112149533
5.0,0.7333333333333333,0.01,821.0,25.0,0.0,24.0,870.0,0.8152173913043478
5.0,0.7333333333333333,0.015000000000000001,821.0,16.0,0.0,33.0,870.0,0.5562913907284769
5.0,0.7333333333333333,0.02,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,0.7333333333333333,0.025,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,0.7333333333333333,0.030000000000000002,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,0.7333333333333333,0.035,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,0.7333333333333333,0.04,821.0,14.0,0.0,35.0,870.0,0.4755244755244756
5.0,0.7333333333333333,0.045000000000000005,821.0,14.0,0.0,35.0,870.0,0.4202898550724638
5.0,0.7333333333333333,0.05,821.0,10.0,0.0,39.0,870.0,0.31007751937984496
5.0,0.9444444444444444,0.005,821.0,49.0,0.0,0.0,870.0,1.0
5.0,0.9444444444444444,0.01,821.0,41.0,0.0,8.0,870.0,0.9261083743842364
5.0,0.9444444444444444,0.015000000000000001,821.0,17.0,0.0,32.0,870.0,0.628930817610063
5.0,0.9444444444444444,0.02,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,0.9444444444444444,0.025,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,0.9444444444444444,0.030000000000000002,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,0.9444444444444444,0.035,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,0.9444444444444444,0.04,821.0,15.0,0.0,34.0,870.0,0.5068493150684932
5.0,0.9444444444444444,0.045000000000000005,821.0,15.0,0.0,34.0,870.0,0.496551724137931
5.0,0.9444444444444444,0.05,821.0,15.0,0.0,34.0,870.0,0.496551724137931
5.0,1.1555555555555557,0.005,821.0,49.0,0.0,0.0,870.0,1.0
5.0,1.1555555555555557,0.01,821.0,46.0,0.0,3.0,870.0,0.9519230769230769
5.0,1.1555555555555557,0.015000000000000001,821.0,17.0,0.0,32.0,870.0,0.6459627329192547
5.0,1.1555555555555557,0.02,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.1555555555555557,0.025,821.0,16.0,0.0,33.0,870.0,0.5135135135135136
5.0,1.1555555555555557,0.030000000000000002,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.1555555555555557,0.035,821.0,16.0,0.0,33.0,870.0,0.5068493150684932
5.0,1.1555555555555557,0.04,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.1555555555555557,0.045000000000000005,821.0,15.0,0.0,34.0,870.0,0.5068493150684932
5.0,1.1555555555555557,0.05,821.0,16.0,0.0,33.0,870.0,0.5068493150684932
5.0,1.3666666666666667,0.005,821.0,49.0,0.0,0.0,870.0,1.0
5.0,1.3666666666666667,0.01,821.0,47.0,0.0,2.0,870.0,0.966824644549763
5.0,1.3666666666666667,0.015000000000000001,821.0,18.0,0.0,31.0,870.0,0.6787878787878788
5.0,1.3666666666666667,0.02,821.0,16.0,0.0,33.0,870.0,0.5466666666666667
5.0,1.3666666666666667,0.025,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.3666666666666667,0.030000000000000002,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.3666666666666667,0.035,821.0,16.0,0.0,33.0,870.0,0.5135135135135136
5.0,1.3666666666666667,0.04,821.0,15.0,0.0,34.0,870.0,0.496551724137931
5.0,1.3666666666666667,0.045000000000000005,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.3666666666666667,0.05,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.5777777777777777,0.005,821.0,49.0,0.0,0.0,870.0,1.0
5.0,1.5777777777777777,0.01,821.0,49.0,0.0,0.0,870.0,0.9953917050691244
5.0,1.5777777777777777,0.015000000000000001,821.0,33.0,0.0,16.0,870.0,0.8279569892473119
5.0,1.5777777777777777,0.02,821.0,16.0,0.0,33.0,870.0,0.5562913907284769
5.0,1.5777777777777777,0.025,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.5777777777777777,0.030000000000000002,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.5777777777777777,0.035,821.0,16.0,0.0,33.0,870.0,0.5135135135135136
5.0,1.5777777777777777,0.04,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.5777777777777777,0.045000000000000005,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.5777777777777777,0.05,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.7888888888888888,0.005,820.0,49.0,1.0,0.0,870.0,0.995433789954338
5.0,1.7888888888888888,0.01,821.0,48.0,0.0,1.0,870.0,0.986046511627907
5.0,1.7888888888888888,0.015000000000000001,821.0,18.0,0.0,31.0,870.0,0.6707317073170732
5.0,1.7888888888888888,0.02,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.7888888888888888,0.025,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.7888888888888888,0.030000000000000002,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.7888888888888888,0.035,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.7888888888888888,0.04,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.7888888888888888,0.045000000000000005,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,1.7888888888888888,0.05,821.0,16.0,0.0,33.0,870.0,0.5170068027210885
5.0,2.0,0.005,817.0,49.0,4.0,0.0,870.0,0.960352422907489
5.0,2.0,0.01,821.0,47.0,0.0,2.0,870.0,0.941747572815534
